source_stage,source_country,target_stage,target_country,value
mining,Australia,processing,Australia,136.3948714878209
mining,Australia,processing,Belgium,0.3925522636949896
mining,Australia,processing,Brazil,0.2435014024587439
mining,Australia,processing,Bulgaria,1.3646886024580722
mining,Australia,processing,Canada,0.6802600164775724
mining,Australia,processing,China,69.81298375498872
mining,Australia,processing,Germany,2.9399390040719515
mining,Australia,processing,India,26.761521386723718
mining,Australia,processing,Indonesia,0.5082756859687251
mining,Australia,processing,Japan,17.107552000092095
mining,Australia,processing,Mexico,0.4679020462101131
mining,Australia,processing,Netherlands,0.1172514803600928
mining,Australia,processing,Poland,0.2034963432957726
mining,Australia,processing,South Korea,8.359539826255583
mining,Australia,processing,Russia,0.06639232278257738
mining,Australia,processing,Spain,0.5683790378450988
mining,Australia,processing,USA,1.558135878596221
mining,Australia,processing,RoW Asia Pacific,9.529018715679547
mining,Australia,processing,RoW America,0.7015294604423279
mining,Australia,processing,RoW Africa,0.3422532302803799
mining,Australia,processing,RoW Middle East,1.6459939316791399
mining,Australia,processing,RoW Europe,3.894318275156525
mining,Belgium,processing,Australia,0.0
mining,Belgium,processing,Belgium,0.0
mining,Belgium,processing,Brazil,0.0
mining,Belgium,processing,Bulgaria,0.0
mining,Belgium,processing,Canada,0.0
mining,Belgium,processing,China,0.0
mining,Belgium,processing,Germany,0.0
mining,Belgium,processing,India,0.0
mining,Belgium,processing,Indonesia,0.0
mining,Belgium,processing,Japan,0.0
mining,Belgium,processing,Mexico,0.0
mining,Belgium,processing,Netherlands,0.0
mining,Belgium,processing,Poland,0.0
mining,Belgium,processing,South Korea,0.0
mining,Belgium,processing,Russia,0.0
mining,Belgium,processing,Spain,0.0
mining,Belgium,processing,USA,0.0
mining,Belgium,processing,RoW Asia Pacific,0.0
mining,Belgium,processing,RoW America,0.0
mining,Belgium,processing,RoW Africa,0.0
mining,Belgium,processing,RoW Middle East,0.0
mining,Belgium,processing,RoW Europe,0.0
mining,Brazil,processing,Australia,0.18491269905120428
mining,Brazil,processing,Belgium,0.2991822671574139
mining,Brazil,processing,Brazil,38.503982985158586
mining,Brazil,processing,Bulgaria,1.1962660619821708
mining,Brazil,processing,Canada,0.23246645255041498
mining,Brazil,processing,China,12.039076428871063
mining,Brazil,processing,Germany,4.968389612112894
mining,Brazil,processing,India,3.6379529101434094
mining,Brazil,processing,Indonesia,0.07582997313821502
mining,Brazil,processing,Japan,0.38992598773990317
mining,Brazil,processing,Mexico,0.18629048218838004
mining,Brazil,processing,Netherlands,0.17167185806660365
mining,Brazil,processing,Poland,0.11536555584116716
mining,Brazil,processing,South Korea,3.209105448225317
mining,Brazil,processing,Russia,0.019972278540140432
mining,Brazil,processing,Spain,1.0839990651416722
mining,Brazil,processing,USA,2.3957114405146083
mining,Brazil,processing,RoW Asia Pacific,0.9842799984443721
mining,Brazil,processing,RoW America,12.235971402161457
mining,Brazil,processing,RoW Africa,0.21476547398476029
mining,Brazil,processing,RoW Middle East,0.6180635888773361
mining,Brazil,processing,RoW Europe,3.8852082024023993
mining,Bulgaria,processing,Australia,0.03183750894168477
mining,Bulgaria,processing,Belgium,3.180951742270793
mining,Bulgaria,processing,Brazil,0.014719109751443585
mining,Bulgaria,processing,Bulgaria,66.01291533625322
mining,Bulgaria,processing,Canada,0.07734055257814207
mining,Bulgaria,processing,China,34.8157950997603
mining,Bulgaria,processing,Germany,3.467685522718557
mining,Bulgaria,processing,India,0.08038896528695497
mining,Bulgaria,processing,Indonesia,0.014816719279404507
mining,Bulgaria,processing,Japan,0.0587767812053196
mining,Bulgaria,processing,Mexico,0.039243214873790504
mining,Bulgaria,processing,Netherlands,0.16964450344478335
mining,Bulgaria,processing,Poland,0.17010515452504596
mining,Bulgaria,processing,South Korea,0.9222612258172361
mining,Bulgaria,processing,Russia,0.07476763300891814
mining,Bulgaria,processing,Spain,0.15202052315744216
mining,Bulgaria,processing,USA,0.5902167034376514
mining,Bulgaria,processing,RoW Asia Pacific,0.6554922736473902
mining,Bulgaria,processing,RoW America,0.01306679919352552
mining,Bulgaria,processing,RoW Africa,0.293068007574653
mining,Bulgaria,processing,RoW Middle East,0.5362882639178949
mining,Bulgaria,processing,RoW Europe,15.562239528680283
mining,Canada,processing,Australia,0.16243884641418574
mining,Canada,processing,Belgium,0.4919797689724913
mining,Canada,processing,Brazil,0.49061593977635615
mining,Canada,processing,Bulgaria,0.8520115512550398
mining,Canada,processing,Canada,211.0116708764493
mining,Canada,processing,China,48.049174604238196
mining,Canada,processing,Germany,3.521292548170171
mining,Canada,processing,India,7.861332624637722
mining,Canada,processing,Indonesia,0.17099528946381834
mining,Canada,processing,Japan,19.93534482708681
mining,Canada,processing,Mexico,0.7913664621680738
mining,Canada,processing,Netherlands,0.38168633183989087
mining,Canada,processing,Poland,0.3458027057760537
mining,Canada,processing,South Korea,16.733458801109585
mining,Canada,processing,Russia,0.028362656443969132
mining,Canada,processing,Spain,2.1128778101989063
mining,Canada,processing,USA,22.8035188656908
mining,Canada,processing,RoW Asia Pacific,3.3816324902673633
mining,Canada,processing,RoW America,3.2059765650615426
mining,Canada,processing,RoW Africa,0.3094485971779537
mining,Canada,processing,RoW Middle East,0.5893248221359471
mining,Canada,processing,RoW Europe,11.25690001954739
mining,China,processing,Australia,0.1474476892768786
mining,China,processing,Belgium,0.10261734213862947
mining,China,processing,Brazil,0.12490356242626703
mining,China,processing,Bulgaria,0.0599787938806543
mining,China,processing,Canada,0.11603527390776662
mining,China,processing,China,257.0502227473605
mining,China,processing,Germany,0.2957846113562164
mining,China,processing,India,0.38930222701945866
mining,China,processing,Indonesia,0.09152387511647014
mining,China,processing,Japan,0.2772000623480825
mining,China,processing,Mexico,0.1470055782064621
mining,China,processing,Netherlands,0.042718368917219106
mining,China,processing,Poland,0.06586272179578448
mining,China,processing,South Korea,1.0292831677935599
mining,China,processing,Russia,0.04724422065716324
mining,China,processing,Spain,0.07419365586134459
